text,label
Inversion  Asanas  reverse  the  action  of  gravity  on  the  body.    Instead  of  everything  being  pulled,1
"down  toward  the feet, the  orientation  shifts  toward  the  head.    On a  mental  level,  Inversion  Asanas",1
"turn  everything  upside-down,  throwing  a  new  light  on  old  patterns,  giving  a  new  perspective.",1
"Generally  these  asanas  improve  health,  reduce  anxiety  and  stress,  and  increase  self-confidence.",1
"They also increase mental power, concentration, and the capacity to sustain large workloads without",1
"Inversion Asanas encourage a rich blood supply to the brain, nourishing the nervous tissue, and",1
flushing out toxins.  Blood and lymph accumulated in the lower extremities and abdomen are drained,1
"back to the heart, then circulated to the lungs for oxygenation, cleansed, and recirculated back to the",1
"rest of the body.  This process nourishes the cells in the entire body.  While in the Inversion Asana,",1
"the  breath  becomes  slow  and  deep,  maximizing  the  exchange  of  oxygen  and  carbon  dioxide,",1
"Inversion Asanas fall into 4 categories  kneeling, standing, supine, and inversion.",1
"Prone Asanas are dynamic postures which move counter to gravity, requiring energy and  strength to",1
"practice.    In  the  prone  position  the  front  of  the  body  and  face  are  in  direct  contact  with  the  mat,",1
positioning  in  a  surrendering  posture.    Lifting  the  body  or  limbs  up  from  a  neutral  prone  position,1
"against  gravity  requires  tremendous  effort, coordination,  and  concentration.    Using  the  breath  as  a",1
"fulcrum, the body can sustain in a Prone Asana much longer with great stability.  Prone Asanas are",1
exhausting to practice but rejuvenating in the relaxed phase.,1
"Prone  Asanas fall into 3 categories  extension,  relaxation, and flexion.",1
"Supine Asanas are generally rejuvenating. When lying on the back, face up, in the supine position",1
the  body  rests  more  comfortably  with  the  assistance  of  the  equal  balance  of  gravitational  force.,1
Supine Asanas are generally more passive and easier to practice compared to Prone Asanas.  They,1
are often used at the end of the yoga session to unwind and rejuvenate the body before sinking into,1
CORPSE.   The Supine Asanas are very helpful for individuals experiencing low back complications.,1
The  spine  can  be  securely  grounded  into  the  mat  while  the  surrounding  areas  are  systematically,1
"Supine Asanas fall into 3 categories  flexion, rotation, and extension.",1
Rotation Asanas are very effect for spinal rejuvenation.  Every asana series must include at least,1
"one  asana  from  this  group,  preferably  following  the  Flexion  and  Extension  Asanas.    The  twist",1
"imposed  on  the spine  and  the  whole  trunk  exercises and  stretches the  muscles,  making  the  spinal",1
"column  more flexible, stimulating the spinal nerves.  It also has a strong influence on the abdominal",1
"muscles, alternately stretching and compressing the abdominal contents, as the body twists from one",1
direction to the other.  Beginners must be very careful to gently twist the trunk only to the point where,1
Most of the Rotation Asanas stimulate the  region around the navel.  This nourishes organs such,1
"as  the  pancreas,  kidneys,  stomach,  small  intestines,  liver,  and  gall  bladder  relieving  associated",1
disorders.  These asanas have a strong influence on the total health and vitality of the body.,1
Rotation  Asanas  assist  in  resolving  complicated  problems  that  appear  too  difficult  to  solve.    These,1
"asanas  often  untangle  physical  knots  giving  insight  and  inspiration,  helping  the  mind  to",1
systematically approach the tangled knots of life.,1
"Rotation Asanas fall into 3 categories  sitting, supine, and standing.",1
"A time to plant, and  a time to pluck up what is planted",1
"A time to break down, and a time to build up",1
"A time to throw away stones, and  a time to gather stones together",1
"A time to embrace, And a time to refrain from embracing",1
"A time to keep silence, and  a time to speak",1
"Sit  in  EASY  SITTING,  SIITING  ON  KNEES,  or  LOTUS,  in  optimum",1
"posture.    Close  the  eyes  and  slowly  move  the  head  in  a  circular,",1
"clockwise  motion,  do  not  strain.    Feel  the  muscles  in  the  entire  neck",1
stretch  fully.  Synchronize  3  full  cycles  with  3  respirations.    Repeat in  a,1
"counter-clockwise  direction.    In  the  next sequence,  side  bend  the  neck",1
"to the right, maintain the asana for 3 respirations, and then repeat on the",1
"other  side.    Next,  forward  flex  the  head  bringing  the  chin  toward  the",1
"chest and maintain the asana for 3 respirations.  Extend the neck back,",1
"chin up, and maintain the asana for 3 respirations.",1
Precaution    Practice  the  neck  movements  very  gently  as  there  are,1
several sensitive nerves and arteries in the neck region which may be,1
damaged if the movement is rapid and excessive.,1
SHOULDER ROTATIONS   SKANDHA CHAKRA asana,1
"Sit  in  EASY  SITTING,  SITTING  ON  KNEES,  or  LOTUS,  in  optimum",1
posture.      Place  the  fingers  on  each  shoulder.      Rotate  both  elbows,1
together in  a  backward circular  motion.   Synchronize  3  full  cycles  with,1
3  respirations.    Repeat  by rotating  both  elbows  in a forward  circle.   In,1
"the  next  sequence,  alternate  simultaneously  rotating  the  right  elbow",1
forward and the left elbow backward.  Synchronize 3 full  cycles  with  3,1
respirations.  Repeat in the other direction.,1
"Sit  in  EASY  SITTING  or  LOTUS,  in  optimum  posture.      Place  the",1
palms  on  the  knees.    Bend  in  full  forward  flexion  and  slowly  rotate,1
"the  upper  body  in  a  circular,  clockwise  direction  to  right  lateral",1
"flexion,  extension,  left  lateral  flexion,  and  back  to  forward  flexion.",1
the  arc  of  movement  with  each  sequential  circle.,1
Synchronize 5 full cycles with 5 respirations.  Keep the eyes closed.,1
"Sit  in  EASY  SITTING    or  SITTING  ON  KNEES,  in  optimum  posture.",1
Internally rotate the left shoulder and place the back of the left hand on the,1
spine  between  the  shoulder  blades.  Reach  the  right  hand  over  the  right,1
shoulder and clasp the fingers of the left hand.  Press the head against the,1
raised elbow.  Pull the right elbow toward the crown of the head and the left,1
elbow  to  the  sacrum.  Keep  the  eyes  closed.  Maintain  the  asana  for  15,1
REVERSE PRAYER     PARIVRITTA NAMASTE asana,1
"left side of the spine, next internally rotate the right shoulder and place the",1
back of the right hand on the right side of the spine.  Approximate both the,1
palms together contacting the wrists with the fingers pointing up toward the,1
"head.    The  thumbs  are  touching,  and  the  forearms  are  parallel  with  the",1
mat.  Gaze at a fixed point or keep the eyes closed.  Maintain the asana for,1
"Sit in SEATED BASE, feet separated,  legs extended, and heels in contact",1
"with  the  mat.  Curl  the  toes,  rotate  the  right  foot  clockwise  from  the  ankle",1
synchronizing 10 cycles with 10 respirations. Repeat in a counter-clockwise,1
direction.  Gaze at the toes.  Repeat the sequence with the left foot.,1
"Sit  in  EASY  SITTING,  SITTING  ON  KNEES,  or",1
"LOTUS, in optimum posture with the eyes closed.",1
Vigorously  rub  the  palms  together  until  they,1
become  hot.    Place  the  palms  gently  over  the,1
eyelids  and  massage  the  outside  of  the  eyes.,1
Feel  the  warmth  and  energy  transmit  from  the,1
"hands  into  the  eyes,  relaxing  the  eye  muscles.",1
Remain  in  this  position  until  the  heat  from  the,1
palms  is  absorbed  by  the  eyes.    Rub  the  hands,1
"Variation 1  Sit in EASY SITTING, SITTING ON KNEES, or HALF LOTUS in optimum posture.",1
"Place the left hand on the left knee and reach out with the right arm straight, at eye level.  Hold",1
the right hand in a fist with the thumb pointing up to the sky.  Gently make a circular arc motion,1
with  the right  arm  and  follow  the  thumb  with  the eyes.   The  head  remains still.    Synchronize  5,1
"full cycles with 5 respirations.  Repeat in the other direction.  Next, place the right thumb directly",1
"in front of the nose, focus on the thumb nail, exhale and  take the thumb away in a straight line",1
"parallel with the mat, inhale and take the thumb back.  Repeat this sequence 5 times with both",1
Variation 2  Fold the hands in prayer over the heart.  Keep the eyes open and  gaze at  the tip,1
"of the nose, or gaze at the eyebrow center.  Maintain the asana for 10 respirations.",1
"Stand in optimum  posture, feet hip-width apart.",1
"Lift the toes, spread them apart, then lower them down with the weight evenly distributed and",1
"grounded in the mat.  The hands are by the sides in anatomical neutral position, and the palms",1
"face forward.  Feel total awareness of the body, and do not be distracted by  sounds, smells,",1
"tactile  impulses,  or  stray  thoughts.    Engage  optimum  posture,  core  lock,  and  Mula  Bandha.",1
"Keep  the  body  tall.    Maintain  balance  in  the  bottom  of  the  feet.    Lift  up  from  the  kneecaps,",1
"squeeze  the  thighs  and  gluteals,  keep  the  legs  straight  and  knees  unlocked.      Inhale,  lift  up",1
"from  the  navel,  stretch  the crown  of  the  head  up,  and  lengthen  the  spine.    Exhale,  draw  the",1
"shoulder blades down and  back, and lift the sternum.  Reach down with the arms and stretch",1
the fingers open.   Gaze at a fixed point.  Maintain the asana for 5 respirations.,1
"stillness of mind, and balance of posture",1
Avoid  distractive  thoughts  that  prevent,1
uniting the breath with the stillness of the,1
"Intermediate  GAZE PRAYER   Inhale, place the palms together into prayer position over",1
